"{""CREATED_ON"":""2021-05-17 18:28:04.870 -0700"",""GRANTED_ON"":""ACCOUNT"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-05-17 18:28:04.871 -0700"",""NAME"":""SCHSNZDATA"",""PRIVILEGE"":""MONITOR USAGE""}"
"{""CREATED_ON"":""2021-06-15 15:26:44.928 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""DEV_ADMINISTRATOR"",""GRANT_OPTION"":false,""MODIFIED_ON"":""2021-06-15 15:26:44.930 -0700"",""NAME"":""DEV_REPORTING_WHS"",""PRIVILEGE"":""OPERATE""}"
"{""CREATED_ON"":""2021-06-15 15:26:38.337 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""DEV_ADMINISTRATOR"",""GRANT_OPTION"":false,""MODIFIED_ON"":""2021-06-15 15:26:38.340 -0700"",""NAME"":""DEV_DATAENGINEER_WHS"",""PRIVILEGE"":""OPERATE""}"
"{""CREATED_ON"":""2021-06-15 15:26:42.586 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""DEV_ADMINISTRATOR"",""GRANT_OPTION"":false,""MODIFIED_ON"":""2021-06-15 15:26:42.586 -0700"",""NAME"":""DEV_DATASCIENTIST_WHS"",""PRIVILEGE"":""OPERATE""}"
"{""CREATED_ON"":""2021-06-15 15:26:41.498 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""DEV_ADMINISTRATOR"",""GRANT_OPTION"":false,""MODIFIED_ON"":""2021-06-15 15:26:41.500 -0700"",""NAME"":""DEV_TRANSFORMATION_WHS"",""PRIVILEGE"":""OPERATE""}"
"{""CREATED_ON"":""2021-06-15 15:26:39.666 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""DEV_ADMINISTRATOR"",""GRANT_OPTION"":false,""MODIFIED_ON"":""2021-06-15 15:26:39.667 -0700"",""NAME"":""DEV_ELT_WHS"",""PRIVILEGE"":""OPERATE""}"
"{""CREATED_ON"":""2021-06-10 18:56:51.776 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""TABLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-10 18:56:51.777 -0700"",""NAME"":""H_PET_POLICY"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""PET_DNA_DEV"",""TABLE_SCHEMA"":""VAULT""}"
"{""CREATED_ON"":""2021-06-14 19:59:41.938 -0700"",""GRANTED_BY"":""SECURITYADMIN_DEV"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 19:59:41.939 -0700"",""NAME"":""DEV_DATAENGINEER"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-14 19:59:43.656 -0700"",""GRANTED_BY"":""SECURITYADMIN_DEV"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 19:59:43.658 -0700"",""NAME"":""DEV_ADMINISTRATOR"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-03 19:22:43.181 -0700"",""GRANTED_BY"":""SYSADMIN"",""GRANTED_ON"":""TABLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-03 19:22:43.181 -0700"",""NAME"":""MY_FIRST_DBT_MODEL"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""PET_DNA_DEV"",""TABLE_SCHEMA"":""DBT_JCHEN""}"
"{""CREATED_ON"":""2021-05-20 20:13:37.537 -0700"",""GRANTED_BY"":""SYSADMIN"",""GRANTED_ON"":""SCHEMA"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-05-20 20:13:37.538 -0700"",""NAME"":""PUBLIC"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""DEMO_DB"",""TABLE_SCHEMA"":""PUBLIC""}"
"{""CREATED_ON"":""2021-06-14 16:43:20.294 -0700"",""GRANTED_BY"":""SECURITYADMIN"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 16:43:20.295 -0700"",""NAME"":""SYSADMIN_DEV"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-14 16:41:05.762 -0700"",""GRANTED_BY"":""SECURITYADMIN"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 16:41:05.762 -0700"",""NAME"":""SECURITYADMIN_DEV"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-05-17 20:23:22.580 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""USER"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-05-17 20:23:22.581 -0700"",""NAME"":""NOEL"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-08 01:05:27.955 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""USER"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-08 01:05:27.955 -0700"",""NAME"":""DBT_CLOUD"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-13 14:48:42.638 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""INTEGRATION"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-13 14:48:42.639 -0700"",""NAME"":""AZURE_NOTIFIER_PET_RAW_DATA_DEV"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-13 19:12:56.079 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""INTEGRATION"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-13 19:12:56.080 -0700"",""NAME"":""AZURE_INT_PET_RAW_DATA_DEV"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-10 20:19:19.213 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""PROCEDURE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-10 20:19:19.214 -0700"",""NAME"":""SP_PROCESS_HUB_PET_POLICY():FLOAT"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""PET_DNA_DEV"",""TABLE_SCHEMA"":""STAGE""}"
"{""CREATED_ON"":""2021-05-30 04:31:27.359 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""TABLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-05-30 04:31:27.359 -0700"",""NAME"":""USERS_TEST"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""TEST_DB"",""TABLE_SCHEMA"":""DBO""}"
"{""CREATED_ON"":""2021-06-03 21:54:24.294 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""TABLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-03 21:54:24.294 -0700"",""NAME"":""MEMBER_LANDING"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""OPERATION_WH"",""TABLE_SCHEMA"":""SXWDVEDW01_SDDWDV01""}"
"{""CREATED_ON"":""2021-06-14 17:11:09.710 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""DATABASE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 17:11:09.711 -0700"",""NAME"":""DEV_DATABASE"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""DEV_DATABASE""}"
"{""CREATED_ON"":""2021-05-30 05:10:49.308 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""DATABASE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-05-30 05:10:49.308 -0700"",""NAME"":""TEST_DB1"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""TEST_DB1""}"
"{""CREATED_ON"":""2021-06-07 17:52:45.760 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""SCHEMA"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-07 17:52:45.761 -0700"",""NAME"":""STAGE"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""OPERATION_WH"",""TABLE_SCHEMA"":""STAGE""}"
"{""CREATED_ON"":""2021-06-10 21:02:18.666 -0700"",""GRANTED_BY"":""ACCOUNTADMIN"",""GRANTED_ON"":""STREAM"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""ACCOUNTADMIN"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-10 21:02:18.667 -0700"",""NAME"":""STG_PET_POLICY_STREAM"",""PRIVILEGE"":""OWNERSHIP"",""TABLE_CATALOG"":""PET_DNA_DEV"",""TABLE_SCHEMA"":""STAGE""}"
"{""CREATED_ON"":""2021-06-14 19:50:26.827 -0700"",""GRANTED_BY"":""SECURITYADMIN_DEV"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 19:50:26.828 -0700"",""NAME"":""DEV_MART_READONLY_ROLE"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-15 15:01:49.875 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-15 15:01:49.875 -0700"",""NAME"":""DEV_DATAENGINEER_WHS"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-14 19:50:21.366 -0700"",""GRANTED_BY"":""SECURITYADMIN_DEV"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 19:50:21.367 -0700"",""NAME"":""DEV_EXTERNAL_READONLY_ROLE"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-14 19:50:16.977 -0700"",""GRANTED_BY"":""SECURITYADMIN_DEV"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 19:50:16.978 -0700"",""NAME"":""DEV_VAULT_READ_WRITE_ROLE"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-15 15:01:51.639 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-15 15:01:51.641 -0700"",""NAME"":""DEV_TRANSFORMATION_WHS"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-15 15:01:50.761 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-15 15:01:50.761 -0700"",""NAME"":""DEV_ELT_WHS"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-15 15:01:53.180 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-15 15:01:53.181 -0700"",""NAME"":""DEV_DATASCIENTIST_WHS"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-14 19:59:42.816 -0700"",""GRANTED_BY"":""SECURITYADMIN_DEV"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 19:59:42.818 -0700"",""NAME"":""DEV_DATASCIENTIST"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-14 19:53:01.029 -0700"",""GRANTED_BY"":""SECURITYADMIN_DEV"",""GRANTED_ON"":""ROLE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SECURITYADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-14 19:53:01.029 -0700"",""NAME"":""DEV_COMMON_READ_WRITE_ROLE"",""PRIVILEGE"":""OWNERSHIP""}"
"{""CREATED_ON"":""2021-06-15 18:42:24.100 -0700"",""GRANTED_BY"":""SYSADMIN_DEV"",""GRANTED_ON"":""WAREHOUSE"",""GRANTED_TO"":""ROLE"",""GRANTEE_NAME"":""SYSADMIN_DEV"",""GRANT_OPTION"":true,""MODIFIED_ON"":""2021-06-15 18:42:24.101 -0700"",""NAME"":""DEV_ANALYST_WHS"",""PRIVILEGE"":""OWNERSHIP""}"
